,0,1,2
overlooking,1.3805000000000002e-06,oʊ1>o|v>v|ɝ0>er|l>l|ʊ2>oo|k>k|ɪ0>i|ŋ>ng,
overlooks,1.1833e-06,oʊ1>o|v>v|ɝ0>er|l>l|ʊ2>oo|k>k|s>s,
overlord,9.860700000000002e-07,oʊ1>o|v>v|ɝ0>er|l>l|ɔ2>o|r>r|d>d,
overly,2.3666e-06,oʊ1>o|v>v|ɝ0>er|l>l|i0>y,
overlying,1.9721e-07,oʊ2>o|v>v|ɝ0>er|l>l|aɪ1>y|ɪ0>i|ŋ>ng,
overnight,3.7470999999999997e-06,oʊ1>o|v>v|ɝ0>er|n>n|aɪ1>igh|t>t,
overpower,1.9721e-07,oʊ2>o|v>v|ɝ0>er|p>p|aʊ1>ow|ɝ0>er,
overpowered,3.1554000000000003e-06,oʊ2>o|v>v|ɝ0>er|p>p|aʊ1>ow|ɝ0>er|d>ed,
overpowering,1.1833e-06,oʊ1>o|v>v|ɝ0>er|p>p|aʊ1>ow|r>er|ɪ0>i|ŋ>ng,
overran,1.9721e-07,oʊ1>o|v>v|ɝ0>er|r>r|æ1>a|n>n,
overrated,1.9721e-07,oʊ2>o|v>v|ɝ0>er|r>r|eɪ1>a|t>t|ɪ0>e|d>d,
overriding,1.9721e-07,oʊ1>o|v>v|ɝ0>er|r>r|aɪ2>i|d>d|ɪ0>i|ŋ>ng,
overrode,3.9443000000000007e-07,oʊ1>o|v>v|ɝ0>er|r>r|oʊ1>o|d>de,
overruled,3.9443000000000007e-07,oʊ2>o|v>v|ɝ0>er|r>r|u1>u|l>le|d>d,
overrun,2.3666e-06,oʊ1>o|v>v|ɝ0>er|r>r|ʌ2>u|n>n,
overrunning,1.9721e-07,oʊ1>o|v>v|ɝ0>er|r>r|ʌ2>u|n>nn|ɪ0>i|ŋ>ng,
overruns,1.9721e-07,oʊ1>o|v>v|ɝ0>er|r>r|ʌ2>u|n>n|z>s,
overs,1.9721e-07,oʊ1>o|v>v|ɝ0>er|z>s,
overseas,3.5499e-06,oʊ1>o|v>v|ɝ0>er|s>s|i1>ea|z>s,
oversee,1.7749000000000002e-06,oʊ1>o|v>v|ɝ0>er|s>s|i2>ee,
overseeing,9.860700000000002e-07,oʊ1>o|v>v|ɝ0>er|s>s|i2>ee|ɪ0>i|ŋ>ng,
overseer,1.5777000000000002e-06,oʊ1>o|v>v|ɝ0>er|s>s|i1>ee|ɝ0>r,
overseers,5.916399999999999e-07,oʊ2>o|v>v|ɝ0>er|s>s|i1>ee|ɝ0>r|z>s,
overshadow,3.9443000000000007e-07,oʊ1>o|v>v|ɝ0>er|ʃ>sh|æ1>a|d>d|oʊ0>ow,
overshadowed,2.9582e-06,oʊ2>o|v>v|ɝ0>er|ʃ>sh|æ1>a|d>d|oʊ0>ow|d>ed,
overshadowing,7.888600000000001e-07,oʊ1>o|v>v|ɝ0>er|ʃ>sh|æ1>a|d>d|oʊ0>ow|ɪ0>i|ŋ>ng,
overshoot,1.9721e-07,oʊ1>o|v>v|ɝ0>er|ʃ>sh|u2>oo|t>t,
oversight,3.9443000000000007e-07,oʊ1>o|v>v|ɝ0>er|s>s|aɪ2>igh|t>t,
overtake,6.1136e-06,oʊ1>o|v>v|ɝ0>er|t>t|eɪ2>a|k>ke,
overtaken,4.3387e-06,oʊ1>o|v>v|ɝ0>er|t>t|eɪ2>a|k>k|ɛ0>e|n>n,
overtaking,5.916399999999999e-07,oʊ1>o|v>v|ɝ0>er|t>t|eɪ2>a|k>k|ɪ0>i|ŋ>ng,
overthrew,5.916399999999999e-07,oʊ2>o|v>v|ɝ0>er|θ>th|r>r|u1>ew,
overthrow,1.1833e-06,oʊ1>o|v>v|ɝ0>er|θ>th|r>r|oʊ2>ow,
overthrown,1.9721e-06,oʊ2>o|v>v|ɝ0>er|θ>th|r>r|oʊ1>ow|n>n,
overton,1.9721e-07,oʊ1>o|v>v|ɝ0>er|t>t|ʌ0>o|n>n,
overtook,6.3109e-06,oʊ2>o|v>v|ɝ0>er|t>t|ʊ1>oo|k>k,
overture,1.9721e-07,oʊ1>o|v>v|ɝ0>er|tʃ>t|ɝ0>ure,
overtures,5.916399999999999e-07,oʊ1>o|v>v|ɝ0>er|tʃ>t|ʊ2>u|r>re|z>s,
overturn,3.9443000000000007e-07,oʊ1>o|v>v|ɝ0>er|t>t|ɝ2>ur|n>n,
overturned,2.1694e-06,oʊ1>o|v>v|ɝ0>er|t>t|ɝ2>ur|n>n|d>ed,
overturning,1.9721e-07,oʊ1>o|v>v|ɝ0>er|t>t|ɝ2>ur|n>n|ɪ0>i|ŋ>ng,
overwhelm,1.5777000000000002e-06,oʊ2>o|v>v|ɝ0>er|w>wh|ɛ1>e|l>l|m>m,
overwhelmed,6.9025e-06,oʊ2>o|v>v|ɝ0>er|w>wh|ɛ1>e|l>l|m>m|d>ed,
overwhelming,2.3666e-06,oʊ2>o|v>v|ɝ0>er|w>wh|ɛ1>e|l>l|m>m|ɪ0>i|ŋ>ng,
overwhelmingly,5.916399999999999e-07,oʊ2>o|v>v|ɝ0>er|w>wh|ɛ1>e|l>l|m>m|ɪ0>i|ŋ>ng|l>l|i0>y,
overwork,7.888600000000001e-07,oʊ2>o|v>v|ɝ0>er|w>w|ɝ1>or|k>k,
overworked,9.860700000000002e-07,oʊ2>o|v>v|ɝ0>er|w>w|ɝ1>or|k>k|t>ed,
overwrought,3.9443000000000007e-07,oʊ2>o|v>v|ɝ0>er|r>wr|ɔ1>ough|t>t,
ow,4.7331e-06,oʊ1>ow,
owe,2.1694e-05,oʊ1>owe,
owed,1.2425e-05,oʊ1>owe|d>d,
owen,3.609e-05,oʊ1>ow|ɛ0>e|n>n,
owes,3.5499e-06,oʊ1>owe|z>s,
owing,1.5382999999999998e-05,oʊ1>ow|ɪ0>i|ŋ>ng,
owl,5.522e-05,aʊ1>ow|l>l,
owls,5.1276e-06,aʊ1>ow|l>l|z>s,
own,0.00087169,oʊ1>ow|n>n,
owned,1.9524e-05,oʊ1>ow|n>n|d>ed,
owner,2.2482e-05,oʊ1>ow|n>n|ɝ0>er,
owners,2.9582e-06,oʊ1>ow|n>n|ɝ0>er|z>s,
owning,1.1833e-06,oʊ1>ow|n>n|ɪ0>i|ŋ>ng,
owns,3.7470999999999997e-06,oʊ1>ow|n>n|z>s,
ox,1.5382999999999998e-05,ɑ1>o|k;s>x,
oxen,1.1438e-05,ɑ1>o|k;s>x|ɛ0>e|n>n,
oxford,7.888600000000001e-07,ɑ1>o|k;s>x|f>f|ɝ0>or|d>d,
oxidized,1.9721e-07,ɑ1>o|k;s>x|ɪ0>i|d>d|aɪ2>i|z>ze|d>d,
oxygenated,1.9721e-07,ɑ1>o|k;s>x|ɪ0>y|dʒ>g|ɛ0>e|n>n|eɪ2>a|t>t|ɛ0>e|d>d,
oyster,2.5638e-06,ɔɪ1>oy|s>s|t>t|ɝ0>er,
oysters,4.3387e-06,ɔɪ1>oy|s>s|t>t|ɝ0>er|z>s,
pa,2.2482e-05,p>p|ɑ1>a,
pace,2.8596e-05,p>p|eɪ1>a|s>ce,
paced,6.7053e-06,p>p|eɪ1>a|s>ce|t>d,
paces,5.719199999999999e-06,p>p|eɪ1>a|s>c|ɪ0>e|z>s,
pacific,4.1415e-06,p>p|ʌ0>a|s>c|ɪ1>i|f>f|ɪ0>i|k>c,
pacified,1.1833e-06,p>p|æ1>a|s>c|ɪ0>i|f>f|aɪ2>i|d>ed,
pacifist,1.7749000000000002e-06,p>p|æ1>a|s>c|ɪ0>i|f>f|ɪ0>i|s>s|t>t,
pacify,1.5777000000000002e-06,p>p|æ1>a|s>c|ɪ0>i|f>f|aɪ2>y,
pacing,5.3248e-06,p>p|eɪ1>a|s>c|ɪ0>i|ŋ>ng,
pack,5.167e-05,p>p|æ1>a|k>ck,
package,9.860700000000002e-07,p>p|æ1>a|k>ck|ʌ0>a|dʒ>ge,
packages,2.3666e-06,p>p|æ1>a|k>ck|ʌ0>a|dʒ>g|ɛ0>e|z>s,
packed,1.9919e-05,p>p|æ1>a|k>ck|t>ed,
packer,1.9721e-07,p>p|æ1>a|k>ck|ɝ0>er,
packet,6.5080999999999996e-06,p>p|æ1>a|k>ck|ɛ0>e|t>t,
packets,5.916399999999999e-07,p>p|æ1>a|k>ck|ɪ0>e|t>t|s>s,
packing,4.3387e-06,p>p|æ1>a|k>ck|ɪ0>i|ŋ>ng,
packs,2.3666e-06,p>p|æ1>a|k>ck|s>s,
pact,1.9721e-07,p>p|æ1>a|k>c|t>t,
pad,8.6774e-06,p>p|æ1>a|d>d,
padded,9.860700000000002e-07,p>p|æ1>a|d>dd|ɪ0>e|d>d,
paddies,1.9721e-07,p>p|æ1>a|d>dd|i0>ie|z>s,
padding,3.9443000000000007e-07,p>p|æ1>a|d>dd|ɪ0>i|ŋ>ng,
paddington,1.9721e-07,p>p|æ1>a|d>dd|ɪ0>i|ŋ>ng|t>t|ʌ0>o|n>n,
paddle,7.2969e-06,p>p|æ1>a|d>dd|ʌ0;l>le,
paddled,3.9443e-06,p>p|æ1>a|d>dd|ʌ0;l>le|d>d,
paddles,7.888600000000001e-07,p>p|æ1>a|d>dd|ʌ0;l>le|z>s,
paddling,4.7331e-06,p>p|æ1>a|d>dd|l>l|ɪ0>i|ŋ>ng,
paddock,3.9443000000000007e-07,p>p|æ1>a|d>dd|ʌ0>o|k>ck,
paddy,0.000113,p>p|æ1>a|d>dd|i0>y,
padlock,5.916399999999999e-07,p>p|æ1>a|d>d|l>l|ɑ2>o|k>ck,
padre,2.7610000000000003e-06,p>p|æ1>a|d>d|r>r|eɪ2>e,
padres,5.916399999999999e-07,p>p|æ1>a|d>d|r>r|eɪ2>e|z>s,
pads,1.1833e-06,p>p|æ1>a|d>d|z>s,
pagan,1.9721e-06,p>p|eɪ1>a|g>g|ʌ0>a|n>n,
page,4.9698000000000004e-05,p>p|eɪ1>a|dʒ>ge,
pageant,1.5777000000000002e-06,p>p|æ1>a|dʒ>ge|ʌ0>a|n>n|t>t,
pageantry,3.9443000000000007e-07,p>p|æ1>a|dʒ>ge|ʌ0>a|n>n|t>t|r>r|i0>y,
pages,1.8933e-05,p>p|eɪ1>a|dʒ>g|ɪ0>e|z>s,
pagoda,1.1833e-06,p>p|ʌ0>a|g>g|oʊ1>o|d>d|ʌ0>a,
pah,7.888600000000001e-07,p>p|æ1>ah,
paid,8.0661e-05,p>p|eɪ1>ai|d>d,
pail,2.7018e-05,p>p|eɪ1>ai|l>l,
pails,5.719199999999999e-06,p>p|eɪ1>ai|l>l|z>s,
pain,0.00010433,p>p|eɪ1>ai|n>n,
paine,9.860700000000002e-07,p>p|eɪ1>ai|n>ne,
pained,2.3666e-06,p>p|eɪ1>ai|n>ne|d>d,
painful,1.558e-05,p>p|eɪ1>ai|n>n|f>f|ʌ0>u|l>l,
painfully,9.0719e-06,p>p|eɪ1>ai|n>n|f>f|ʌ0>u|l>ll|i0>y,
painless,7.888600000000001e-07,p>p|eɪ1>ai|n>n|l>l|ɛ0>e|s>ss,
painlessly,1.9721e-07,p>p|eɪ1>ai|n>n|l>l|ɛ0>e|s>ss|l>l|i0>y,
pains,2.0313e-05,p>p|eɪ1>ai|n>n|z>s,
painstaking,1.9721e-07,p>p|eɪ1>ai|n>n|s>s|t>t|eɪ2>a|k>k|ɪ0>i|ŋ>ng,
painstakingly,1.1833e-06,p>p|eɪ1>ai|n>n|s>s|t>t|eɪ2>a|k>k|ɪ0>i|ŋ>ng|l>l|i0>y,
paint,1.9327e-05,p>p|eɪ1>ai|n>n|t>t,
painted,3.9245999999999997e-05,p>p|eɪ1>ai|n>n|t>t|ɪ0>e|d>d,
painter,9.6635e-06,p>p|eɪ1>ai|n>n|t>t|ɝ0>er,
painters,1.9721e-06,p>p|eɪ1>ai|n>n|t>t|ɝ0>er|z>s,
painting,8.0858e-06,p>p|eɪ1>ai|n>n|t>t|ɪ0>i|ŋ>ng,
paintings,3.9443000000000007e-07,p>p|eɪ1>ai|n>n|t>t|ɪ0>i|ŋ>ng|z>s,
paints,1.1833e-06,p>p|eɪ1>ai|n>n|t>t|s>s,
pair,0.00011123,p>p|ɛ1>ai|r>r,
paired,1.1833e-06,p>p|ɛ1>ai|r>r|d>ed,
pairing,7.888600000000001e-07,p>p|ɛ1>ai|r>r|ɪ0>i|ŋ>ng,
pairs,9.4663e-06,p>p|ɛ1>ai|r>r|z>s,
paisley,1.9721e-07,p>p|eɪ1>ai|z>s|l>l|i0>ey,
pajamas,1.9721e-07,p>p|ʌ0>a|dʒ>j|æ1>a|m>m|ʌ0>a|z>s,
pal,1.1833e-06,p>p|æ1>a|l>l,
palace,0.00026545,p>p|æ1>a|l>l|ʌ0>a|s>ce,
palaces,5.1276e-06,p>p|æ1>a|l>l|ʌ0>a|s>c|ɪ0>e|z>s,
palais,1.9721e-07,p>p|ʌ0>a|l>l|eɪ1>ais,
palatable,5.916399999999999e-07,p>p|æ1>a|l>l|ʌ0>a|t>t|ʌ0>a|b>b|ʌ0;l>le,
palate,5.916399999999999e-07,p>p|æ1>a|l>l|ʌ0>a|t>te,
palates,1.9721e-07,p>p|æ1>a|l>l|ʌ0>a|t>te|s>s,
palatial,1.9721e-07,p>p|ʌ0>a|l>l|eɪ1>a|ʃ>ti|ʌ0>a|l>l,
pale,0.00014949,p>p|eɪ1>a|l>le,
paled,1.9721e-06,p>p|eɪ1>a|l>le|d>d,
palestine,3.9443000000000007e-07,p>p|æ1>a|l>l|ɛ0>e|s>s|t>t|aɪ2>i|n>ne,
palette,3.9443000000000007e-07,p>p|æ1>a|l>l|ɛ0>e|t>tte,
palfrey,1.5777000000000002e-06,p>p|æ1>a|l>l|f>f|r>r|i0>ey,
palisade,1.9721e-06,p>p|æ2>a|l>l|ɪ0>i|s>s|eɪ1>a|d>de,
pall,2.1694e-06,p>p|ɑ1>a|l>ll,
pallas,5.916399999999999e-07,p>p|æ1>a|l>ll|ʌ0>a|s>s,
pallet,3.9443000000000007e-07,p>p|æ1>a|l>ll|ɛ0>e|t>t,
pallid,5.719199999999999e-06,p>p|æ1>a|l>ll|ɪ0>i|d>d,
palm,1.3607999999999999e-05,p>p|ɑ1>a|l>l|m>m,
palmer,1.1241e-05,p>p|ɑ1>a|l>l|m>m|ɝ0>er,
palms,5.522000000000001e-06,p>p|ɑ1>a|l>l|m>m|z>s,
palpable,5.916399999999999e-07,p>p|æ1>a|l>l|p>p|ʌ0>a|b>b|ʌ0;l>le,
palpably,1.9721e-07,p>p|æ1>a|l>l|p>p|ʌ0>a|b>b|l>l|i0>y,
palpitations,3.9443000000000007e-07,p>p|æ2>a|l>l|p>p|ɪ0>i|t>t|eɪ1>a|ʃ>ti|ʌ0>o|n>n|z>s,
pals,1.9721e-07,p>p|æ1>a|l>l|z>s,
palsy,1.9721e-07,p>p|ɔ1>a|l>l|z>s|i0>y,
paltry,5.916399999999999e-07,p>p|ɔ1>a|l>l|t>t|r>r|i0>y,
pampas,5.916399999999999e-07,p>p|æ1>a|m>m|p>p|ʌ0>a|z>s,
pampered,3.9443000000000007e-07,p>p|æ1>a|m>m|p>p|ɝ0>er|d>ed,
pampering,3.9443000000000007e-07,p>p|æ1>a|m>m|p>p|ɝ0>er|ɪ0>i|ŋ>ng,
pamphlet,5.916399999999999e-07,p>p|æ1>a|m>m|f>ph|l>l|ɛ0>e|t>t,
pamphlets,1.9721e-07,p>p|æ1>a|m>m|f>ph|l>l|ɛ0>e|t>t|s>s,
pan,3.471e-05,p>p|æ1>a|n>n,
panacea,3.9443000000000007e-07,p>p|æ2>a|n>n|ʌ0>a|s>c|i1>e|ʌ0>a,
pancake,7.888600000000001e-07,p>p|æ1>a|n>n|k>c|eɪ2>a|k>ke,
pancakes,1.9721e-06,p>p|æ1>a|n>n|k>c|eɪ2>a|k>ke|s>s,
pandemonium,5.916399999999999e-07,p>p|æ2>a|n>n|d>d|ɪ0>e|m>m|oʊ1>o|n>n|i0>i|ʌ0>u|m>m,
pandora,1.6172e-05,p>p|æ0>a|n>n|d>d|ɔ1>o|r>r|ʌ0>a,
pane,4.3387e-06,p>p|eɪ1>a|n>ne,
panel,1.7749000000000002e-06,p>p|æ1>a|n>n|ɛ0>e|l>l,
panels,1.9721e-06,p>p|æ1>a|n>n|ɛ0>e|l>l|z>s,
panes,4.1415e-06,p>p|eɪ1>a|n>ne|z>s,
pang,8.0858e-06,p>p|æ1>a|ŋ>ng,
pangs,3.1554000000000003e-06,p>p|æ1>a|ŋ>ng|z>s,
panic,8.8747e-06,p>p|æ1>a|n>n|ɪ0>i|k>c,
panicky,1.9721e-07,p>p|æ1>a|n>n|ɪ0>i|k>ck|i0>y,
panics,9.860700000000002e-07,p>p|æ1>a|n>n|ɪ0>i|k>c|s>s,
panoply,3.9443000000000007e-07,p>p|æ1>a|n>n|ɑ0>o|p>p|l>l|i0>y,
panorama,3.9443000000000007e-07,p>p|æ2>a|n>n|ɝ0>or|æ1>a|m>m|ʌ0>a,
pans,4.9304e-06,p>p|æ1>a|n>n|z>s,
pansies,3.1554000000000003e-06,p>p|æ1>a|n>n|z>s|i0>ie|z>s,
pansy,2.5638e-06,p>p|æ1>a|n>n|z>s|i0>y,
pant,1.5777000000000002e-06,p>p|æ1>a|n>n|t>t,
pantaloons,1.7749000000000002e-06,p>p|æ1>a|n>n|t>t|ʌ0>a|l>l|u2>oo|n>n|z>s,
panted,1.5974e-05,p>p|æ1>a|n>n|t>t|ɪ0>e|d>d,
pantheon,1.9721e-07,p>p|æ1>a|n>n|θ>th|i0>e|ɑ2>o|n>n,
panther,2.5638e-05,p>p|æ1>a|n>n|θ>th|ɝ0>er,
panthers,5.916399999999999e-07,p>p|æ1>a|n>n|θ>th|ɝ0>er|z>s,
panting,1.3411e-05,p>p|æ1>a|n>n|t>t|ɪ0>i|ŋ>ng,
pantomime,2.3666e-06,p>p|æ1>a|n>n|t>t|ʌ0>o|m>m|aɪ2>i|m>me,
pantry,2.4849000000000002e-05,p>p|æ1>a|n>n|t>t|r>r|i0>y,
pants,3.3526e-06,p>p|æ1>a|n>n|t>t|s>s,
paolo,1.9721e-07,p>p|aʊ1>ao|l>l|oʊ0>o,
pap,3.9443000000000007e-07,p>p|æ1>a|p>p,
papa,3.1357e-05,p>p|ɑ1>a|p>p|ʌ0>a,
papal,1.9721e-07,p>p|eɪ1>a|p>p|ʌ0>a|l>l,
paper,0.00010452,p>p|eɪ1>a|p>p|ɝ0>er,
papered,1.5777000000000002e-06,p>p|eɪ1>a|p>p|ɝ0>er|d>ed,
papers,3.5301e-05,p>p|eɪ1>a|p>p|ɝ0>er|z>s,
par,6.3109e-06,p>p|ɑ1>a|r>r,
parable,9.860700000000002e-07,p>p|ɛ1>a|r>r|ʌ0>a|b>b|ʌ0;l>le,
parables,1.9721e-07,p>p|ɛ1>a|r>r|ʌ0>a|b>b|ʌ0;l>le|z>s,
parade,3.7470999999999997e-06,p>p|ɝ0>ar|eɪ1>a|d>de,
paraded,1.7749000000000002e-06,p>p|ɝ0>ar|eɪ1>a|d>d|ɪ0>e|d>d,
parading,7.888600000000001e-07,p>p|ɝ0>ar|eɪ1>a|d>d|ɪ0>i|ŋ>ng,
paradise,1.2819e-05,p>p|ɛ1>a|r>r|ʌ0>a|d>d|aɪ2>i|s>se,
paradox,1.9721e-07,p>p|ɛ1>a|r>r|ʌ0>a|d>d|ɑ2>o|k;s>x,
paradoxes,1.9721e-07,p>p|ɛ1>a|r>r|ʌ0>a|d>d|ɑ2>o|k;s>x|ɪ0>e|z>s,
paradoxically,1.9721e-07,p>p|ɛ2>a|r>r|ʌ0>a|d>d|ɑ1>o|k;s>x|ɪ0>i|k>c|ʌ0>a|l>ll|i0>y,
paragon,7.888600000000001e-07,p>p|ɛ1>a|r>r|ʌ0>a|g>g|ɑ2>o|n>n,
paragraph,4.3387e-06,p>p|æ1>a|r>r|ʌ0>a|g>g|r>r|æ2>a|f>ph,
paragraphs,1.1833e-06,p>p|æ1>a|r>r|ʌ0>a|g>g|r>r|æ2>a|f>ph|s>s,
parallel,1.9721e-06,p>p|ɛ1>a|r>r|ʌ0>a|l>ll|ɛ2>e|l>l,
paralysis,1.9721e-07,p>p|ɝ0>ar|æ1>a|l>l|ɪ0>y|s>s|ɪ0>i|s>s,
paralytic,5.916399999999999e-07,p>p|ɛ2>a|r>r|ʌ0>a|l>l|ɪ1>y|t>t|ɪ0>i|k>c,
paralyzed,1.5777000000000002e-06,p>p|ɛ1>a|r>r|ʌ0>a|l>l|aɪ2>y|z>ze|d>d,
paraphrase,7.888600000000001e-07,p>p|ɛ1>a|r>r|ʌ0>a|f>ph|r>r|eɪ2>a|z>se,
parasite,5.916399999999999e-07,p>p|ɛ1>a|r>r|ʌ0>a|s>s|aɪ2>i|t>te,
parcel,1.6369000000000002e-05,p>p|ɑ1>a|r>r|s>c|ɛ0>e|l>l,
parcels,8.8747e-06,p>p|ɑ1>a|r>r|s>c|ɛ0>e|l>l|z>s,
parched,3.3526e-06,p>p|ɑ1>a|r>r|tʃ>ch|t>ed,
parchment,5.3248e-06,p>p|ɑ1>a|r>r|tʃ>ch|m>m|ɛ0>e|n>n|t>t,
pardon,4.9501000000000006e-05,p>p|ɑ1>a|r>r|d>d|ʌ0>o|n>n,
pardoned,2.9582e-06,p>p|ɑ1>a|r>r|d>d|ʌ0>o|n>n|d>ed,
pardons,5.916399999999999e-07,p>p|ɑ1>a|r>r|d>d|ʌ0>o|n>n|z>s,
pardy,3.9443000000000007e-07,p>p|ɑ1>a|r>r|d>d|i0>y,
pare,5.916399999999999e-07,p>p|ɛ1>a|r>re,
pared,5.916399999999999e-07,p>p|ɛ1>a|r>re|d>d,
parent,6.3109e-06,p>p|ɛ1>a|r>r|ɛ0>e|n>n|t>t,
parentage,7.888600000000001e-07,p>p|ɛ1>a|r>r|ɛ0>e|n>n|t>t|ʌ0>a|dʒ>ge,
parental,1.9721e-07,p>p|ɝ0>ar|ɛ1>e|n>n|t>t|ʌ0>a|l>l,
parents,6.291100000000001e-05,p>p|ɛ1>a|r>r|ɛ0>e|n>n|t>t|s>s,
pariah,5.916399999999999e-07,p>p|ɝ0>ar|aɪ1>i|ʌ0>ah,
paring,1.9721e-07,p>p|ɛ1>a|r>r|ɪ0>i|ŋ>ng,
paris,1.8933e-05,p>p|æ1>a|r>r|ɪ0>i|s>s,
parish,4.1415e-06,p>p|æ1>a|r>r|ɪ0>i|ʃ>sh,
parishes,1.9721e-07,p>p|æ1>a|r>r|ɪ0>i|ʃ>sh|ɪ0>e|z>s,
parishioner,5.916399999999999e-07,p>p|ɝ0>ar|ɪ1>i|ʃ>shi|ʌ0>o|n>n|ɝ0>er,
parishioners,9.860700000000002e-07,p>p|ɝ0>ar|ɪ1>i|ʃ>shi|ʌ0>o|n>n|ɝ0>er|z>s,
parisian,3.9443000000000007e-07,p>p|ɝ0>ar|ɪ1>i|ʒ>si|ʌ0>a|n>n,
park,1.558e-05,p>p|ɑ1>a|r>r|k>k,
parker,1.065e-05,p>p|ɑ1>a|r>r|k>k|ɝ0>er,
parks,2.1694e-06,p>p|ɑ1>a|r>r|k>k|s>s,
parley,1.5777000000000002e-06,p>p|ɑ1>a|r>r|l>l|i0>ey,
parlor,3.2738000000000004e-05,p>p|ɑ1>a|r>r|l>l|ɝ0>or,
parlors,1.3805000000000002e-06,p>p|ɑ1>a|r>r|l>l|ɝ0>or|z>s,
parlour,2.6031999999999997e-05,p>p|ɑ1>a|r>r|l>l|ɝ0>our,
parmesan,1.9721e-07,p>p|ɑ1>a|r>r|m>m|ɛ0>e|z>s|ɑ2>a|n>n,
parnassus,4.5359e-06,p>p|ɑ2>a|r>r|n>n|æ1>a|s>ss|ʌ0>u|s>s,
parodied,1.9721e-07,p>p|ɛ1>a|r>r|ʌ0>o|d>d|i0>ie|d>d,
parodies,3.9443000000000007e-07,p>p|ɛ1>a|r>r|ʌ0>o|d>d|i0>ie|z>s,
parole,3.9443000000000007e-07,p>p|ɝ0>ar|oʊ1>o|l>le,
paroles,1.9721e-07,p>p|ɝ0>ar|oʊ1>o|l>le|z>s,
parr,2.3666e-06,p>p|ɑ1>a|r>rr,
parried,1.7749000000000002e-06,p>p|ɛ1>a|r>rr|i0>ie|d>d,
parrot,1.4002e-05,p>p|ɛ1>a|r>rr|ʌ0>o|t>t,
parrots,2.7610000000000003e-06,p>p|ɛ1>a|r>rr|ʌ0>o|t>t|s>s,
parry,3.9443000000000007e-07,p>p|ɛ1>a|r>rr|i0>y,
parse,1.9721e-07,p>p|ɑ1>a|r>r|s>se,
parsley,1.9721e-07,p>p|ɑ1>a|r>r|s>s|l>l|i0>ey,
parson,8.283e-06,p>p|ɑ1>a|r>r|s>s|ʌ0>o|n>n,
parsonage,5.916399999999999e-07,p>p|ɑ1>a|r>r|s>s|ʌ0>o|n>n|ʌ0>a|dʒ>ge,
parsons,1.3805000000000002e-06,p>p|ɑ1>a|r>r|s>s|ʌ0>o|n>n|z>s,
part,0.00028083,p>p|ɑ1>a|r>r|t>t,
partake,2.5638e-06,p>p|ɑ0>a|r>r|t>t|eɪ1>a|k>ke,
parted,3.2343e-05,p>p|ɑ1>a|r>r|t>t|ɪ0>e|d>d,
parthenon,1.9721e-07,p>p|ɑ1>a|r>r|θ>th|ɛ0>e|n>n|ɑ2>o|n>n,
parthian,7.888600000000001e-07,p>p|ɑ1>a|r>r|θ>th|i0>i|ʌ0>a|n>n,
parti,1.9721e-07,p>p|ɑ1>a|r>r|t>t|i0>i,
partial,3.9443e-06,p>p|ɑ1>a|r>r|ʃ>ti|ʌ0>a|l>l,
partially,3.3526e-06,p>p|ɑ1>a|r>r|ʃ>ti|ʌ0>a|l>ll|i0>y,
participants,1.9721e-07,p>p|ɑ0>a|r>r|t>t|ɪ1>i|s>c|ɪ0>i|p>p|ʌ0>a|n>n|t>t|s>s,
participate,1.9721e-07,p>p|ɑ0>a|r>r|t>t|ɪ1>i|s>c|ɪ0>i|p>p|eɪ2>a|t>te,
particle,4.9304e-06,p>p|ɑ1>a|r>r|t>t|ɪ0>i|k>c|ʌ0;l>le,
particles,7.888600000000001e-07,p>p|ɑ1>a|r>r|t>t|ɪ0>i|k>c|ʌ0;l>le|z>s,
particular,7.0406e-05,p>p|ɝ0>ar|t>t|ɪ1>i|k>c|j;ʌ0>u|l>l|ɝ0>ar,
particularly,3.4118e-05,p>p|ɝ0>ar|t>t|ɪ1>i|k>c|j;ʌ0>u|l>l|ɝ0>ar|l>l|i0>y,
particulars,2.7610000000000003e-06,p>p|ɝ0>ar|t>t|ɪ1>i|k>c|j;ʌ0>u|l>l|ɝ0>ar|z>s,
parties,1.558e-05,p>p|ɑ1>a|r>r|t>t|i0>i|z>es,
parting,2.1299e-05,p>p|ɑ1>a|r>r|t>t|ɪ0>i|ŋ>ng,
partisan,3.9443000000000007e-07,p>p|ɑ1>a|r>r|t>t|ɪ0>i|z>s|ʌ0>a|n>n,
partisans,1.9721e-07,p>p|ɑ1>a|r>r|t>t|ɪ0>i|z>s|ʌ0>a|n>n|z>s,
partition,9.860700000000002e-07,p>p|ɑ0>a|r>r|t>t|ɪ1>i|ʃ>ti|ʌ0>o|n>n,
partitioned,3.9443000000000007e-07,p>p|ɑ0>a|r>r|t>t|ɪ1>i|ʃ>ti|ʌ0>o|n>n|d>ed,
partitions,5.916399999999999e-07,p>p|ɑ0>a|r>r|t>t|ɪ1>i|ʃ>ti|ʌ0>o|n>n|z>s,
partly,3.3724e-05,p>p|ɑ1>a|r>r|t>t|l>l|i0>y,
partner,1.3015999999999999e-05,p>p|ɑ1>a|r>r|t>t|n>n|ɝ0>er,
partners,6.5080999999999996e-06,p>p|ɑ1>a|r>r|t>t|n>n|ɝ0>er|z>s,
