aachen ɑ>aa|k>ch|ɛ>e|n>n
homogenized h>h|oʊ>o|m>m|ɑ>o|dʒ>g|ɛ>e|n>n|aɪ>i|z>ze|d>d
homogenous h>h|ʌ>o|m>m|ɑ>o|dʒ>g|ɛ>e|n>n|ʌ>ou|s>s
homologous h>h|ʌ>o|m>m|ɑ>o|l>l|ʌ>o|g>g|ʌ>ou|s>s
homophobia h>h|oʊ>o|m>m|ʌ>o|f>ph|oʊ>o|b>b|i>i|ʌ>a
homophobic h>h|oʊ>o|m>m|ʌ>o|f>ph|oʊ>o|b>b|ɪ>i|k>c
homozygous h>h|oʊ>o|m>m|oʊ>o|z>z|aɪ>y|g>g|ʌ>ou|s>s
hon h>h|ɑ>o|n>n
honan h>h|oʊ>o|n>n|ʌ>a|n>n
honda h>h|ɔ>o|n>n|d>d|ʌ>a
hondo h>h|ɑ>o|n>n|d>d|oʊ>o
honduran h>h|ɑ>o|n>n|d>d|ʊ>u|r>r|ʌ>a|n>n
honduras h>h|ɑ>o|n>n|d>d|ʊ>u|r>r|ʌ>a|s>s
hone h>h|oʊ>o|n>ne
honecker h>h|oʊ>o|n>n|ɛ>e|k>ck|ɝ>er
honed h>h|oʊ>o|n>ne|d>d
honest ɑ>ho|n>n|ɛ>e|s>s|t>t
honestly ɑ>ho|n>n|ɛ>e|s>s|t>t|l>l|i>y
honesty ɑ>ho|n>n|ɛ>e|s>s|t>t|i>y
honey h>h|ʌ>o|n>n|i>ey
honeybee h>h|ʌ>o|n>n|i>ey|b>b|i>ee
honeybees h>h|ʌ>o|n>n|i>ey|b>b|i>ee|z>s
honeycomb h>h|ʌ>o|n>n|i>ey|k>c|oʊ>o|m>mb
honeymoon h>h|ʌ>o|n>n|i>ey|m>m|u>oo|n>n
honeysuckle h>h|ʌ>o|n>n|i>ey|s>s|ʌ>u|k>ck|ʌ;l>le
honeywell h>h|ʌ>o|n>n|i>ey|w>w|ɛ>e|l>ll
hong h>h|ɔ>o|ŋ>ng
hongkong h>h|ɔ>o|ŋ>ng|k>k|ɔ>o|ŋ>ng
honig h>h|ɑ>o|n>n|ɪ>i|g>g
honing h>h|oʊ>o|n>n|ɪ>i|ŋ>ng
honk h>h|ɑ>o|ŋ>n|k>k
honking h>h|ɔ>o|ŋ>n|k>k|ɪ>i|ŋ>ng
honky h>h|ɔ>o|ŋ>n|k>k|i>y
honolulu h>h|ɑ>o|n>n|ʌ>o|l>l|u>u|l>l|u>u
honor ɑ>ho|n>n|ɝ>or
honorable ɑ>ho|n>n|ɝ>or|ʌ>a|b>b|ʌ;l>le
honorably ɑ>ho|n>n|ɝ>or|ʌ>a|b>b|l>l|i>y
honorarium ɑ>ho|n>n|ɝ>or|ɛ>a|r>r|i>i|ʌ>u|m>m
honorary ɑ>ho|n>n|ɝ>or|ɛ>a|r>r|i>y
honore ɑ>ho|n>n|ɝ>ore
honored ɑ>ho|n>n|ɝ>or|d>ed
honorific ɑ>ho|n>n|ɝ>or|ɪ>i|f>f|ɪ>i|k>c
honoring ɑ>ho|n>n|ɝ>or|ɪ>i|ŋ>ng
honors ɑ>ho|n>n|ɝ>or|z>s
hons h>h|ɑ>o|n>n|z>s
honshu h>h|ɑ>o|n>n|ʃ>sh|u>u
hoo h>h|u>oo
hood h>h|ʊ>oo|d>d
hooded h>h|ʊ>oo|d>d|ɪ>e|d>d
hoodlums h>h|u>oo|d>d|l>l|ʌ>u|m>m|z>s
hoods h>h|ʊ>oo|d>d|z>s
hoof h>h|u>oo|f>f
hoofs h>h|ʊ>oo|f>f|s>s
hook h>h|ʊ>oo|k>k
hooke h>h|ʊ>oo|k>ke
hooked h>h|ʊ>oo|k>k|t>ed
hooker h>h|ʊ>oo|k>k|ɝ>er
hookers h>h|ʊ>oo|k>k|ɝ>er|z>s
hooking h>h|ʊ>oo|k>k|ɪ>i|ŋ>ng
hooks h>h|ʊ>oo|k>k|s>s
hookup h>h|ʊ>oo|k>k|ʌ>u|p>p
hookups h>h|ʊ>oo|k>k|ʌ>u|p>p|s>s
hookworm h>h|ʊ>oo|k>k|w>w|ɝ>or|m>m
hooliganism h>h|u>oo|l>l|ɪ>i|g>g|ʌ>a|n>n|ɪ>i|z>s|ʌ;m>m
hooligans h>h|u>oo|l>l|ɪ>i|g>g|ʌ>a|n>n|z>s
hoop h>h|u>oo|p>p
hooper h>h|u>oo|p>p|ɝ>er
hoops h>h|u>oo|p>p|s>s
hooray h>h|ʊ>oo|r>r|eɪ>ay
hoosier h>h|u>oo|ʒ>si|ɝ>er
hoot h>h|u>oo|t>t
hooted h>h|u>oo|t>t|ɪ>e|d>d
hoots h>h|u>oo|t>t|s>s
hoover h>h|u>oo|v>v|ɝ>er
hooves h>h|u>oo|v>ve|z>s
hop h>h|ɑ>o|p>p
hope h>h|oʊ>o|p>pe
hoped h>h|oʊ>o|p>pe|t>d
hopeful h>h|oʊ>o|p>pe|f>f|ʌ>u|l>l
hopefully h>h|oʊ>o|p>pe|f>f|ʌ>u|l>ll|i>y
hopefulness h>h|oʊ>o|p>pe|f>f|ʌ>u|l>l|n>n|ɪ>e|s>ss
hopeless h>h|oʊ>o|p>pe|l>l|ɛ>e|s>ss
hopelessly h>h|oʊ>o|p>pe|l>l|ɛ>e|s>ss|l>l|i>y
hopelessness h>h|oʊ>o|p>pe|l>l|ɛ>e|s>ss|n>n|ɛ>e|s>ss
hopes h>h|oʊ>o|p>pe|s>s
hopewell h>h|oʊ>o|p>pe|w>w|ɛ>e|l>ll
hopf h>h|ɑ>o|p>p|f>f
hopi h>h|oʊ>o|p>p|i>i
hoping h>h|oʊ>o|p>p|ɪ>i|ŋ>ng
hopkins h>h|ɑ>o|p>p|k>k|ɪ>i|n>n|z>s
hopkinson h>h|ɑ>o|p>p|k>k|ɪ>i|n>n|s>s|ʌ>o|n>n
hoppe h>h|ɑ>o|p>ppe
hopped h>h|ɑ>o|p>pp|t>ed
hopper h>h|ɑ>o|p>pp|ɝ>er
hoppers h>h|ɑ>o|p>pp|ɝ>er|z>s
hopping h>h|ɑ>o|p>pp|ɪ>i|ŋ>ng
hops h>h|ɑ>o|p>p|s>s
hopwood h>h|ɑ>o|p>p|w>w|ʊ>oo|d>d
hora h>h|ɔ>o|r>r|ʌ>a
horace h>h|ɔ>o|r>r|ʌ>a|s>ce
horatio h>h|ɝ>or|eɪ>a|ʃ>ti|oʊ>o
horde h>h|ɔ>o|r>r|d>de
hordes h>h|ɔ>o|r>r|d>de|z>s
horgan h>h|ɔ>o|r>r|g>g|ʌ>a|n>n
hori h>h|ɔ>o|r>r|i>i
horizon h>h|ɝ>or|aɪ>i|z>z|ʌ>o|n>n
horizons h>h|ɝ>or|aɪ>i|z>z|ʌ>o|n>n|z>s
horizontal h>h|ɔ>o|r>r|ɪ>i|z>z|ɑ>o|n>n|t>t|ʌ>a|l>l
horizontally h>h|ɔ>o|r>r|ɪ>i|z>z|ɑ>o|n>n|t>t|ʌ>a|l>ll|i>y
hormonal h>h|ɔ>o|r>r|m>m|oʊ>o|n>n|ʌ>a|l>l
hormone h>h|ɔ>o|r>r|m>m|oʊ>o|n>ne
hormones h>h|ɔ>o|r>r|m>m|oʊ>o|n>ne|z>s
horn h>h|ɔ>o|r>r|n>n
hornblende h>h|ɔ>o|r>r|n>n|b>b|l>l|ɛ>e|n>n|d>de
hornblower h>h|ɔ>o|r>r|n>n|b>b|l>l|oʊ>ow|ɝ>er
hornby h>h|ɔ>o|r>r|n>n|b>b|i>y
horne h>h|ɔ>o|r>r|n>ne
horned h>h|ɔ>o|r>r|n>n|d>ed
horner h>h|ɔ>o|r>r|n>n|ɝ>er
hornet h>h|ɔ>o|r>r|n>n|ɪ>e|t>t
hornets h>h|ɔ>o|r>r|n>n|ɛ>e|t>t|s>s
horney h>h|ɔ>o|r>r|n>n|i>ey
horns h>h|ɔ>o|r>r|n>n|z>s
hornsby h>h|ɔ>o|r>r|n>n|z>s|b>b|i>y
horny h>h|ɔ>o|r>r|n>n|i>y
horoscope h>h|ɔ>o|r>r|ʌ>o|s>s|k>c|oʊ>o|p>pe
horoscopes h>h|ɔ>o|r>r|ʌ>o|s>s|k>c|oʊ>o|p>pe|s>s
horowitz h>h|ɔ>o|r>r|oʊ>ow|ɪ>i|t>t|s>z
horrendous h>h|ɔ>o|r>rr|ɛ>e|n>n|d>d|ʌ>ou|s>s
horrible h>h|ɔ>o|r>rr|ɪ>i|b>b|ʌ;l>le
horribly h>h|ɔ>o|r>rr|ɪ>i|b>b|l>l|i>y
horrid h>h|ɔ>o|r>rr|ɪ>i|d>d
horrific h>h|ɔ>o|r>rr|ɪ>i|f>f|ɪ>i|k>c
horrified h>h|ɔ>o|r>rr|ɪ>i|f>f|aɪ>i|d>ed
horrifying h>h|ɔ>o|r>rr|ɪ>i|f>f|aɪ>y|ɪ>i|ŋ>ng
horrocks h>h|ɔ>o|r>rr|ʌ>o|k>ck|s>s
horror h>h|ɔ>o|r>rr|ɝ>or
horrors h>h|ɔ>o|r>rr|ɝ>or|z>s
hors h>h|ɔ>o|r>r|z>s
horse h>h|ɔ>o|r>r|s>se
horseback h>h|ɔ>o|r>r|s>se|b>b|æ>a|k>ck
horseman h>h|ɔ>o|r>r|s>se|m>m|ʌ>a|n>n
horsemanship h>h|ɔ>o|r>r|s>se|m>m|ʌ>a|n>n|ʃ>sh|ɪ>i|p>p
horsemen h>h|ɔ>o|r>r|s>se|m>m|ɛ>e|n>n
horseplay h>h|ɔ>o|r>r|s>se|p>p|l>l|eɪ>ay
horsepower h>h|ɔ>o|r>r|s>se|p>p|aʊ>ow|ɝ>er
horseradish h>h|ɔ>o|r>r|s>se|r>r|æ>a|d>d|ɪ>i|ʃ>sh
horses h>h|ɔ>o|r>r|s>s|ɪ>e|z>s
horseshoe h>h|ɔ>o|r>r|s>se|ʃ>sh|u>oe
horseshoes h>h|ɔ>o|r>r|s>se|ʃ>sh|u>oe|z>s
horsley h>h|ɔ>o|r>r|s>s|l>l|i>ey
horst h>h|ɔ>o|r>r|s>s|t>t
horticultural h>h|ɔ>o|r>r|t>t|ɪ>i|k>c|ʌ>u|l>l|tʃ>t|ɝ>ur|ʌ>a|l>l
horticulture h>h|ɔ>o|r>r|t>t|ɪ>i|k>c|ʌ>u|l>l|tʃ>t|ɝ>ure
horton h>h|ɔ>o|r>r|t>t|ʌ>o|n>n
horus h>h|ɔ>o|r>r|ʌ>u|s>s
horvath h>h|ɔ>o|r>r|v>v|æ>a|θ>th
horwitz h>h|ɔ>o|r>r|w>w|ɪ>i|t>t|s>z
hose h>h|oʊ>o|z>se
hosea h>h|oʊ>o|s>s|i>e|ʌ>a
hoses h>h|oʊ>o|z>s|ɪ>e|z>s
hosiery h>h|oʊ>o|ʒ>si|ɝ>er|i>y
hoskins h>h|ɑ>o|s>s|k>k|ɪ>i|n>n|z>s
hospice h>h|ɑ>o|s>s|p>p|ɪ>i|s>ce
hospices h>h|ɑ>o|s>s|p>p|ɪ>i|s>c|ɪ>e|z>s
hospitable h>h|ɑ>o|s>s|p>p|ɪ>i|t>t|ʌ>a|b>b|ʌ;l>le
hospital h>h|ɑ>o|s>s|p>p|ɪ>i|t>t|ʌ>a|l>l
hospitality h>h|ɑ>o|s>s|p>p|ɪ>i|t>t|æ>a|l>l|ɪ>i|t>t|i>y
hospitalization h>h|ɑ>o|s>s|p>p|ɪ>i|t>t|ʌ>a|l>l|ɪ>i|z>z|eɪ>a|ʃ>ti|ʌ>o|n>n
hospitalizations h>h|ɑ>o|s>s|p>p|ɪ>i|t>t|ʌ>a|l>l|ɪ>i|z>z|eɪ>a|ʃ>ti|ʌ>o|n>n|z>s
hospitalized h>h|ɑ>o|s>s|p>p|ɪ>i|t>t|ʌ>a|l>l|aɪ>i|z>ze|d>d
hospitals h>h|ɑ>o|s>s|p>p|ɪ>i|t>t|ʌ>a|l>l|z>s
hoss h>h|ɑ>o|s>ss
host h>h|oʊ>o|s>s|t>t
hostage h>h|ɑ>o|s>s|t>t|ʌ>a|dʒ>ge
hostages h>h|ɑ>o|s>s|t>t|ʌ>a|dʒ>g|ɛ>e|z>s
hosted h>h|oʊ>o|s>s|t>t|ɪ>e|d>d
hostel h>h|ɑ>o|s>s|t>t|ɛ>e|l>l
hostels h>h|ɑ>o|s>s|t>t|ɛ>e|l>l|z>s
hostess h>h|oʊ>o|s>s|t>t|ɛ>e|s>ss
hostesses h>h|oʊ>o|s>s|t>t|ɛ>e|s>ss|ɪ>e|z>s
hostile h>h|ɑ>o|s>s|t>t|ɪ>i|l>le
hostilities h>h|ɑ>o|s>s|t>t|ɪ>i|l>l|ɪ>i|t>t|i>ie|z>s
hostility h>h|ɑ>o|s>s|t>t|ɪ>i|l>l|ɪ>i|t>t|i>y
hosting h>h|oʊ>o|s>s|t>t|ɪ>i|ŋ>ng
hosts h>h|oʊ>o|s>s|t>t|s>s
hot h>h|ɑ>o|t>t
hotbed h>h|ɑ>o|t>t|b>b|ɛ>e|d>d
hotchkiss h>h|ɑ>o|tʃ>tch|k>k|ɪ>i|s>ss
hotel h>h|oʊ>o|t>t|ɛ>e|l>l
hotels h>h|oʊ>o|t>t|ɛ>e|l>l|z>s
hoth h>h|ɑ>o|θ>th
hothouse h>h|ɑ>o|t>t|h>h|aʊ>ou|s>se
hotline h>h|ɑ>o|t>t|l>l|aɪ>i|n>ne
hotly h>h|ɑ>o|t>t|l>l|i>y
hotter h>h|ɑ>o|t>tt|ɝ>er
hottest h>h|ɑ>o|t>tt|ɛ>e|s>s|t>t
hou h>h|u>ou
houdini h>h|u>ou|d>d|i>i|n>n|i>i
hough h>h|ʌ>ou|f>gh
houghton h>h|ɔ>ough|t>t|ʌ>o|n>n
hound h>h|aʊ>ou|n>n|d>d
hounded h>h|aʊ>ou|n>n|d>d|ɪ>e|d>d
hounds h>h|aʊ>ou|n>n|d>d|z>s
hour aʊ>hou|r>r
hourglass aʊ>hou|ɝ>r|g>g|l>l|æ>a|s>ss
hourly aʊ>hou|r>r|l>l|i>y
hours aʊ>hou|ɝ>r|z>s
house h>h|aʊ>ou|s>se
houseboat h>h|aʊ>ou|s>se|b>b|oʊ>oa|t>t
housecleaning h>h|aʊ>ou|s>se|k>c|l>l|i>ea|n>n|ɪ>i|ŋ>ng
housed h>h|aʊ>ou|z>se|d>d
household h>h|aʊ>ou|s>se|h>h|oʊ>o|l>l|d>d
householder h>h|aʊ>ou|s>se|h>h|oʊ>o|l>l|d>d|ɝ>er
householders h>h|aʊ>ou|s>se|h>h|oʊ>o|l>l|d>d|ɝ>er|z>s
households h>h|aʊ>ou|s>se|h>h|oʊ>o|l>l|d>d|z>s
housekeeper h>h|aʊ>ou|s>se|k>k|i>ee|p>p|ɝ>er
housekeepers h>h|aʊ>ou|s>se|k>k|i>ee|p>p|ɝ>er|z>s
housekeeping h>h|aʊ>ou|s>se|k>k|i>ee|p>p|ɪ>i|ŋ>ng
houseman h>h|aʊ>ou|s>se|m>m|ʌ>a|n>n
houses h>h|aʊ>ou|s>s|ɪ>e|z>s
housewife h>h|aʊ>ou|s>se|w>w|aɪ>i|f>fe
housewives h>h|aʊ>ou|s>se|w>w|aɪ>i|v>ve|z>s
housework h>h|aʊ>ou|s>se|w>w|ɝ>or|k>k
housing h>h|aʊ>ou|z>s|ɪ>i|ŋ>ng
housings h>h|aʊ>ou|z>s|ɪ>i|ŋ>ng|z>s
housman h>h|aʊ>ou|s>s|m>m|ʌ>a|n>n
houston h>h|j;u>ou|s>s|t>t|ʌ>o|n>n
hout h>h|aʊ>ou|t>t
hove h>h|oʊ>o|v>ve
hovel h>h|ʌ>o|v>v|ɛ>e|l>l
hovels h>h|ʌ>o|v>v|ɛ>e|l>l|z>s
hover h>h|ʌ>o|v>v|ɝ>er
hovered h>h|ʌ>o|v>v|ɝ>er|d>ed
hovering h>h|ʌ>o|v>v|ɝ>er|ɪ>i|ŋ>ng
hovers h>h|ʌ>o|v>v|ɝ>er|z>s
hovland h>h|ɑ>o|v>v|l>l|ʌ>a|n>n|d>d
how h>h|aʊ>ow
howard h>h|aʊ>ow|ɝ>ar|d>d
howarth h>h|aʊ>ow|ɑ>a|r>r|θ>th
howdy h>h|aʊ>ow|d>d|i>y
howe h>h|aʊ>owe
howell h>h|aʊ>ow|ɛ>e|l>ll
howells h>h|aʊ>ow|ɛ>e|l>ll|z>s
howes h>h|aʊ>owe|z>s
however h>h|aʊ>ow|ɛ>e|v>v|ɝ>er
howie h>h|aʊ>ow|i>ie
howitt h>h|aʊ>ow|ɪ>i|t>tt
howitzer h>h|aʊ>ow|ɪ>i|t>t|s>z|ɝ>er
howitzers h>h|aʊ>ow|ɪ>i|t>t|s>z|ɝ>er|z>s
howl h>h|aʊ>ow|l>l
howland h>h|aʊ>ow|l>l|ʌ>a|n>n|d>d
howled h>h|aʊ>ow|l>l|d>ed
howling h>h|aʊ>ow|l>l|ɪ>i|ŋ>ng
howls h>h|aʊ>ow|l>l|z>s
hoy h>h|ɔɪ>oy
hoyle h>h|ɔɪ>oy|l>le
hoyt h>h|ɔɪ>oy|t>t
hsia ʃ>hsi|ɑ>a
hsiao ʃ>hsi|aʊ>ao
hsieh ʃ>hs|i>i|ɛ>eh
hsiung ʃ>hs|i>i|ʌ>u|ŋ>ng
hsu ʃ>hs|u>u
hu h>h|u>u
hua h>h|w>u|ɑ>a
huan h>h|w>u|ɑ>a|n>n
huang h>h|w>u|æ>a|ŋ>ng
hub h>h|ʌ>u|b>b
hubbard h>h|ʌ>u|b>bb|ɝ>ar|d>d
hubbell h>h|ʌ>u|b>bb|ɛ>e|l>ll
hubble h>h|ʌ>u|b>bb|ʌ;l>le
hubbub h>h|ʌ>u|b>bb|ʌ>u|b>b
huber h>h|j;u>u|b>b|ɝ>er
huberman h>h|u>u|b>b|ɝ>er|m>m|ʌ>a|n>n
hubert h>h|j;u>u|b>b|ɝ>er|t>t
hubris h>h|j;u>u|b>b|r>r|ɪ>i|s>s
hubs h>h|ʌ>u|b>b|z>s
huck h>h|ʌ>u|k>ck
huckleberry h>h|ʌ>u|k>ck|ʌ;l>le|b>b|ɛ>e|r>rr|i>y
hud h>h|ʌ>u|d>d
huddle h>h|ʌ>u|d>dd|ʌ;l>le
huddled h>h|ʌ>u|d>dd|ʌ;l>le|d>d
huddleston h>h|ʌ>u|d>dd|ʌ;l>le|s>s|t>t|ʌ>o|n>n
huddling h>h|ʌ>u|d>dd|l>l|ɪ>i|ŋ>ng
hudson h>h|ʌ>u|d>d|s>s|ʌ>o|n>n
hue h>h|j;u>ue
hued h>h|j;u>ue|d>d
huerta h>h|w>u|ɛ>e|r>r|t>t|ʌ>a
hues h>h|j;u>ue|z>s
huey h>h|j;u>u|i>ey
huff h>h|ʌ>u|f>ff
huffed h>h|ʌ>u|f>ff|t>ed
huffman h>h|ʌ>u|f>ff|m>m|ʌ>a|n>n
hug h>h|ʌ>u|g>g
huge h>h|j;u>u|dʒ>ge
hugely h>h|j;u>u|dʒ>ge|l>l|i>y
hugged h>h|ʌ>u|g>gg|d>ed
hugging h>h|ʌ>u|g>gg|ɪ>i|ŋ>ng
huggins h>h|ʌ>u|g>gg|ɪ>i|n>n|z>s
hugh j;u>hugh
hughes j;u>hugh|z>es
hughie j;u>hugh|i>ie
hugo h>h|j;u>u|g>g|oʊ>o
hugs h>h|ʌ>u|g>g|z>s
huguenot h>h|j;u>u|g>g|ɛ>ue|n>n|ɑ>o|t>t
huguenots h>h|j;u>u|g>g|ɛ>ue|n>n|ɑ>o|t>t|s>s
huh h>h|ʌ>uh
hui h>h|u>u|ɪ>i
huizinga h>h|ɪ>ui|z>z|i>i|ŋ>n|g>g|ʌ>a
hula h>h|u>u|l>l|ʌ>a
hulbert h>h|ʌ>u|l>l|b>b|ɝ>er|t>t
hulk h>h|ʌ>u|l>l|k>k
hulking h>h|ʌ>u|l>l|k>k|ɪ>i|ŋ>ng
hulks h>h|ʌ>u|l>l|k>k|s>s
hull h>h|ʌ>u|l>ll
hulled h>h|ʌ>u|l>ll|d>ed
hulls h>h|ʌ>u|l>ll|z>s
hulme h>h|ʌ>u|l>l|m>me
hulton h>h|ʌ>u|l>l|t>t|ʌ>o|n>n
hum h>h|ʌ>u|m>m
human h>h|j;u>u|m>m|ʌ>a|n>n
humana h>h|j;u>u|m>m|æ>a|n>n|ʌ>a
humane h>h|j;u>u|m>m|eɪ>a|n>ne
humanely h>h|j;u>u|m>m|eɪ>a|n>ne|l>l|i>y
humanism h>h|j;u>u|m>m|ʌ>a|n>n|ɪ>i|z>s|ʌ;m>m
humanist h>h|j;u>u|m>m|ʌ>a|n>n|ɪ>i|s>s|t>t
humanistic h>h|j;u>u|m>m|ʌ>a|n>n|ɪ>i|s>s|t>t|ɪ>i|k>c
humanists h>h|j;u>u|m>m|ʌ>a|n>n|ɪ>i|s>s|t>t|s>s
humanitarian h>h|j;u>u|m>m|æ>a|n>n|ɪ>i|t>t|ɛ>a|r>r|i>i|ʌ>a|n>n
humanities h>h|j;u>u|m>m|æ>a|n>n|ɪ>i|t>t|i>ie|z>s
humanity h>h|j;u>u|m>m|æ>a|n>n|ɪ>i|t>t|i>y
humanize h>h|j;u>u|m>m|ʌ>a|n>n|aɪ>i|z>ze
humanized h>h|j;u>u|m>m|ʌ>a|n>n|aɪ>i|z>ze|d>d
humanizing h>h|j;u>u|m>m|ʌ>a|n>n|aɪ>i|z>z|ɪ>i|ŋ>ng
humankind h>h|j;u>u|m>m|ʌ>a|n>n|k>k|aɪ>i|n>n|d>d
humanly h>h|j;u>u|m>m|ʌ>a|n>n|l>l|i>y
humanness h>h|j;u>u|m>m|ʌ>a|n>n|n>n|ɛ>e|s>ss
humans h>h|j;u>u|m>m|ʌ>a|n>n|z>s
humber h>h|ʌ>u|m>m|b>b|ɝ>er
humbert h>h|ʌ>u|m>m|b>b|ɝ>er|t>t
humberto h>h|ʌ>u|m>m|b>b|ɝ>er|t>t|oʊ>o
humble h>h|ʌ>u|m>m|b>b|ʌ;l>le
humbled h>h|ʌ>u|m>m|b>b|ʌ;l>le|d>d
humbler h>h|ʌ>u|m>m|b>b|l>l|ɝ>er
humblest h>h|ʌ>u|m>m|b>b|ʌ;l>l|ɛ>e|s>s|t>t
humbling h>h|ʌ>u|m>m|b>b|l>l|ɪ>i|ŋ>ng
humbly h>h|ʌ>u|m>m|b>b|l>l|i>y
humboldt h>h|ʌ>u|m>m|b>b|oʊ>o|l>l|t>dt
humbug h>h|ʌ>u|m>m|b>b|ʌ>u|g>g
humdrum h>h|ʌ>u|m>m|d>d|r>r|ʌ>u|m>m
hume h>h|j;u>u|m>me
humerus h>h|j;u>u|m>m|ɝ>er|ʌ>u|s>s
humid h>h|j;u>u|m>m|ɪ>i|d>d
humidifier h>h|j;u>u|m>m|ɪ>i|d>d|ɪ>i|f>f|aɪ>i|ɝ>er
humidity h>h|j;u>u|m>m|ɪ>i|d>d|ɪ>i|t>t|i>y
humiliate h>h|j;u>u|m>m|ɪ>i|l>l|i>i|eɪ>a|t>te
humiliated h>h|j;u>u|m>m|ɪ>i|l>l|i>i|eɪ>a|t>t|ɪ>e|d>d
humiliating h>h|j;u>u|m>m|ɪ>i|l>l|i>i|eɪ>a|t>t|ɪ>i|ŋ>ng
humiliation h>h|j;u>u|m>m|ɪ>i|l>l|i>i|eɪ>a|ʃ>ti|ʌ>o|n>n
humiliations h>h|j;u>u|m>m|ɪ>i|l>l|i>i|eɪ>a|ʃ>ti|ʌ>o|n>n|z>s
humility h>h|j;u>u|m>m|ɪ>i|l>l|ɪ>i|t>t|i>y
hummel h>h|ʌ>u|m>mm|ɛ>e|l>l
hummer h>h|ʌ>u|m>mm|ɝ>er
humming h>h|ʌ>u|m>mm|ɪ>i|ŋ>ng
hummingbird h>h|ʌ>u|m>mm|ɪ>i|ŋ>ng|b>b|ɝ>ir|d>d
hummingbirds h>h|ʌ>u|m>mm|ɪ>i|ŋ>ng|b>b|ɝ>ir|d>d|z>s
humor h>h|j;u>u|m>m|ɝ>or
humoral h>h|j;u>u|m>m|ɝ>or|ʌ>a|l>l
humored h>h|j;u>u|m>m|ɝ>or|d>ed
humorist h>h|j;u>u|m>m|ɝ>or|ɪ>i|s>s|t>t
humorists h>h|j;u>u|m>m|ɝ>or|ɪ>i|s>s|t>t|s>s
humorless h>h|j;u>u|m>m|ɝ>or|l>l|ɛ>e|s>ss
humorous h>h|j;u>u|m>m|ɝ>or|ʌ>ou|s>s
humorously h>h|j;u>u|m>m|ɝ>or|ʌ>ou|s>s|l>l|i>y
hump h>h|ʌ>u|m>m|p>p
humpback h>h|ʌ>u|m>m|p>p|b>b|æ>a|k>ck
humped h>h|ʌ>u|m>m|p>p|t>ed
humph h>h|ʌ>u|m>m|f>ph
humphreys h>h|ʌ>u|m>m|p;f>ph|r>r|i>ey|z>s
humphries h>h|ʌ>u|m>m|f>ph|ɝ>r|i>ie|z>s
humphry h>h|ʌ>u|m>m|f>ph|r>r|i>y
humpty h>h|ʌ>u|m>m|p>p|t>t|i>y
hums h>h|ʌ>u|m>m|z>s
humus h>h|j;u>u|m>m|ʌ>u|s>s
hun h>h|ʌ>u|n>n
hunan h>h|u>u|n>n|ɑ>a|n>n
hunch h>h|ʌ>u|n>n|tʃ>ch
hunchback h>h|ʌ>u|n>n|tʃ>ch|b>b|æ>a|k>ck
hunched h>h|ʌ>u|n>n|tʃ>ch|t>ed
hunches h>h|ʌ>u|n>n|tʃ>ch|ɪ>e|z>s
hundred h>h|ʌ>u|n>n|d>d|r>r|ɪ>e|d>d
hundreds h>h|ʌ>u|n>n|d>d|r>r|ɛ>e|d>d|z>s
hundredth h>h|ʌ>u|n>n|d>d|r>r|ɛ>e|d>d|θ>th
hundredths h>h|ʌ>u|n>n|d>d|r>r|ɛ>e|d>d|θ>th|s>s
hundredweight h>h|ʌ>u|n>n|d>d|r>r|ɛ>e|d>d|w>w|eɪ>eigh|t>t
hung h>h|ʌ>u|ŋ>ng
hungarian h>h|ʌ>u|ŋ>n|g>g|ɛ>a|r>r|i>i|ʌ>a|n>n
hungarians h>h|ʌ>u|ŋ>n|g>g|ɛ>a|r>r|i>i|ʌ>a|n>n|z>s
hungary h>h|ʌ>u|ŋ>n|g>g|ɝ>ar|i>y
hunger h>h|ʌ>u|ŋ>n|g>g|ɝ>er
hungerford h>h|ʌ>u|ŋ>n|g>g|ɝ>er|f>f|ɝ>or|d>d
hungrily h>h|ʌ>u|ŋ>n|g>g|r>r|ɪ>i|l>l|i>y
hungry h>h|ʌ>u|ŋ>n|g>g|r>r|i>y
hunk h>h|ʌ>u|ŋ>n|k>k
hunkered h>h|ʌ>u|ŋ>n|k>k|ɝ>er|d>ed
hunt h>h|ʌ>u|n>n|t>t
hunted h>h|ʌ>u|n>n|t>t|ɪ>e|d>d
hunter h>h|ʌ>u|n>n|t>t|ɝ>er
hunters h>h|ʌ>u|n>n|t>t|ɝ>er|z>s
hunting h>h|ʌ>u|n>n|t>t|ɪ>i|ŋ>ng
huntingdon h>h|ʌ>u|n>n|t>t|ɪ>i|ŋ>ng|d>d|ɪ>o|n>n
huntington h>h|ʌ>u|n>n|t>t|ɪ>i|ŋ>ng|t>t|ʌ>o|n>n
huntley h>h|ʌ>u|n>n|t>t|l>l|i>ey
huntly h>h|ʌ>u|n>n|t>t|l>l|i>y
hunts h>h|ʌ>u|n>n|t>t|s>s
huntsman h>h|ʌ>u|n>n|t>t|s>s|m>m|ʌ>a|n>n
huntsville h>h|ʌ>u|n>n|t>t|s>s|v>v|ɪ>i|l>lle
hur h>h|ɝ>ur
hurd h>h|ɝ>ur|d>d
hurdle h>h|ɝ>ur|d>d|ʌ;l>le
hurdles h>h|ɝ>ur|d>d|ʌ;l>le|z>s
hurl h>h|ɝ>ur|l>l
